timestamp,value,is_anomaly
900,1108546628.2666667,0
2700,1109728324.2666667,0
4500,1110853495.4666667,0
6300,1111589137.0666666,0
8100,1112221764.2666667,0
9900,1113056119.4666667,0
11700,1113700761.6,0
13500,1114266146.1333334,0
15300,1114763195.7333333,0
17100,1111767381.3333333,0
18900,1110346342.4,0
20700,1110606643.2,0
22500,1111455948.8,0
24300,1113823914.6666667,0
26100,1115479244.8,0
27900,1115874645.3333333,0
29700,1116095965.8666666,0
31500,1116641621.3333333,0
33300,1112237192.5333333,0
35100,1108855330.1333334,0
36900,1109472324.2666667,0
38700,1109562845.8666666,0
40500,1109653572.2666667,0
42300,1110019891.2,0
44100,1110153693.8666666,0
45900,1110240665.6,0
47700,1110326681.6,0
49500,1110376106.6666667,0
51300,1110591146.6666667,0
53100,1111000268.8,0
54900,1111127313.0666666,0
56700,1111240772.2666667,0
58500,1111329109.3333333,0
60300,1111438131.2,0
62100,1111546197.3333333,0
63900,1111653307.7333333,0
65700,1111786496.0,0
67500,1110254182.4,0
69300,1110946611.2,0
71100,1111185749.3333333,0
72900,1112042291.2,0
74700,1112441514.6666667,0
76500,1111156189.8666666,0
78300,1110393446.4,0
80100,1111319483.7333333,0
81900,1112515037.8666666,0
83700,1113593856.0,0
85500,1114656358.4,0
87300,1115568264.5333333,0
89100,1116450542.9333334,0
90900,1117195537.0666666,0
92700,1118073309.8666666,0
94500,1118923912.5333333,0
96300,1119670886.4,0
98100,1120017476.2666667,0
99900,1119115127.4666667,0
101700,1118787174.4,0
103500,1117418973.8666666,0
105300,1117790822.4,0
107100,1118323302.4,0
108900,1118957841.0666666,0
110700,1119564458.6666667,0
112500,1119762705.0666666,0
114300,1119907976.5333333,0
116100,1120027989.3333333,0
117900,1120132915.2,0
119700,1120742126.9333334,0
121500,1121967581.8666666,0
123300,1122136268.8,0
125100,1122288298.6666667,0
126900,1122470502.4,0
128700,1122643421.8666666,0
130500,1122758656.0,0
132300,1122874231.4666667,0
134100,1123008443.7333333,0
135900,1123143133.8666666,0
137700,1123258163.2,0
139500,1123411217.0666666,0
141300,1123533073.0666666,0
143100,1123673224.5333333,0
144900,1123805457.0666666,0
146700,1123931477.3333333,0
148500,1124097228.8,0
150300,1124240452.2666667,0
152100,1124365175.4666667,0
153900,1124465322.6666667,0
155700,1124563012.2666667,0
157500,1125008110.9333334,0
159300,1125529941.3333333,0
161100,1126492501.3333333,0
162900,1127383176.5333333,0
164700,1128090419.2,0
166500,1128265659.7333333,0
168300,1127812164.2666667,0
170100,1128697173.3333333,0
171900,1128981640.5333333,0
173700,1130322193.0666666,0
175500,1130959940.2666667,0
177300,1131704593.0666666,0
179100,1132529254.4,0
180900,1133286331.7333333,0
182700,1133876292.2666667,0
184500,1134683272.5333333,0
186300,1135568622.9333334,0
188100,1135914734.9333334,0
189900,1135704814.9333334,0
191700,1135194862.9333334,0
193500,1125604488.5333333,0
195300,1119415569.0666666,0
197100,1119942929.0666666,0
198900,1120186231.4666667,0
200700,1120383590.4,0
202500,1120581290.6666667,0
204300,1120808345.6,0
206100,1121044411.7333333,0
207900,1121286621.8666666,0
209700,1121494766.9333334,0
211500,1121658265.6,0
213300,1121986696.5333333,0
215100,1122639121.0666666,0
216900,1122862216.5333333,0
218700,1123092616.5333333,0
220500,1123294276.2666667,0
222300,1123492659.2,0
224100,1123656977.0666666,0
225900,1123899323.7333333,0
227700,1124105898.6666667,0
229500,1124272674.1333334,0
231300,1124436172.8,0
233100,1124565947.7333333,0
234900,1124718318.9333334,0
236700,1124927761.0666666,0
238500,1125137134.9333334,0
240300,1125292032.0,0
242100,1125436825.6,0
243900,1126470656.0,0
245700,1127720004.2666667,0
247500,1128640307.2,0
249300,1129572625.0666666,0
251100,1130042914.1333334,0
252900,1130799377.0666666,0
254700,1131551880.5333333,0
256500,1132199936.0,0
258300,1132939946.6666667,0
260100,1132824576.0,0
261900,1133081873.0666666,0
263700,1134092834.1333334,0
265500,1135152332.8,0
267300,1133955891.2,0
269100,1133939165.8666666,0
270900,1134538001.0666666,0
272700,1135223398.4,0
274500,1135947776.0,0
276300,1136845482.6666667,0
278100,1136232857.6,0
279900,1137056904.5333333,0
281700,1137739229.8666666,0
283500,1138310894.9333334,0
285300,1138781047.4666667,0
287100,1138977723.7333333,0
288900,1139370803.2,0
290700,1139468424.5333333,0
292500,1139565226.6666667,0
294300,1139702169.6,0
296100,1139859456.0,0
